Gene Name,Reduced Gene Name,Organism,Mode
ABL2,ABL2,human,ensembl
SNRPF,SNRPF,human,ensembl
TFF1,TFF1,human,ensembl
ERP29,ERP29,human,ensembl
CTSS,CTSS,human,ensembl
CASP3,CASP3,human,ensembl
LSAMP,LSAMP,human,ensembl
DKKL1,DKKL1,human,ensembl
CSF3,CSF3,human,ensembl
SH2D1A,SH2D1A,human,ensembl
GAS1,GAS1,human,ensembl
BMP7,BMP7,human,ensembl
CA9,CA9,human,ensembl
IL15RA,IL15RA,human,ensembl
ARG1,ARG1,human,ensembl
DDC,DDC,human,ensembl
JAG2,JAG2,human,ensembl
IGF2R,IGF2R,human,ensembl
TNFRSF1B,TNFRSF1B,human,ensembl
SLITRK5,SLITRK5,human,ensembl
CCL19,CCL19,human,ensembl
ADGRE2,ADGRE2,human,ensembl
CHGA,CHGA,human,ensembl
FLT3,FLT3,human,ensembl
INHBB,INHBB,human,ensembl
IL2RG,IL2RG,human,ensembl
DLL1,DLL1,human,ensembl
CDH15,CDH15,human,ensembl
ERBB2,ERBB2,human,ensembl
SHC1,SHC1,human,ensembl
IFNA10,IFNA10,human,ensembl
FGF16,FGF16,human,ensembl
FCRL3,FCRL3,human,ensembl
GRB2,GRB2,human,ensembl
CMA1,CMA1,human,ensembl
MSR1,MSR1,human,ensembl
CADM3,CADM3,human,ensembl
POMC,POMC,human,ensembl
RSPO3,RSPO3,human,ensembl
SERPINA3,SERPINA3,human,ensembl
PDE4D,PDE4D,human,ensembl
SECTM1,SECTM1,human,ensembl
KEAP1,KEAP1,human,ensembl
CST7,CST7,human,ensembl
RGMA,RGMA,human,ensembl
PRDX1,PRDX1,human,ensembl
VEGFC,VEGFC,human,ensembl
FAM107A,FAM107A,human,ensembl
STC1,STC1,human,ensembl
HP,HP,human,ensembl
TGFBR3,TGFBR3,human,ensembl
APOM,APOM,human,ensembl
KAT6A,KAT6A,human,ensembl
SIGLEC7,SIGLEC7,human,ensembl
PDE9A,PDE9A,human,ensembl
FGF17,FGF17,human,ensembl
PPIA,PPIA,human,ensembl
IL13RA1,IL13RA1,human,ensembl
AFP,AFP,human,ensembl
REN,REN,human,ensembl
STIP1,STIP1,human,ensembl
SERPINF2,SERPINF2,human,ensembl
PRKCI,PRKCI,human,ensembl
CCL8,CCL8,human,ensembl
N6AMT1,N6AMT1,human,ensembl
FGA,FGA,human,ensembl
PSMA6,PSMA6,human,ensembl
SIGLEC9,SIGLEC9,human,ensembl
BCL2L2,BCL2L2,human,ensembl
LGALS7B,LGALS7B,human,ensembl
CSH1,CSH1,human,ensembl
GRP,GRP,human,ensembl
LGALS7,LGALS7,human,ensembl
RAC1,RAC1,human,ensembl
IGHM,IGHM,human,ensembl
A2M,A2M,human,ensembl
GPLD1,GPLD1,human,ensembl
C9,C9,human,ensembl
COMP,COMP,human,ensembl
IGHG3,IGHG3,human,ensembl
IGHG4,IGHG4,human,ensembl
SHBG,SHBG,human,ensembl
IGKC,IGKC,human,ensembl
CHL1,CHL1,human,ensembl
LYVE1,LYVE1,human,ensembl
FCGBP,FCGBP,human,ensembl
CD14,CD14,human,ensembl
DBH,DBH,human,ensembl
FAM25G,FAM25G,human,ensembl
ARHGDIB,ARHGDIB,human,ensembl
FGL1,FGL1,human,ensembl
RETSAT,RETSAT,human,ensembl
SPN,SPN,human,ensembl
GFUS,GFUS,human,ensembl
CCNB3,CCNB3,human,ensembl
ANP32B,ANP32B,human,ensembl
TLN1,TLN1,human,ensembl
CLCN6,CLCN6,human,ensembl
RAP2B,RAP2B,human,ensembl
SPRYD7,SPRYD7,human,ensembl
TMED8,TMED8,human,ensembl
SPRR2G,SPRR2G,human,ensembl
ANO10,ANO10,human,ensembl
SLC25A5,SLC25A5,human,ensembl
HNRNPU,HNRNPU,human,ensembl
ATP1A1,ATP1A1,human,ensembl
ACTN2,ACTN2,human,ensembl
SERPINA10,SERPINA10,human,ensembl
SNRPD2,SNRPD2,human,ensembl
RPN2,RPN2,human,ensembl
ST3GAL6,ST3GAL6,human,ensembl
ATP11B,ATP11B,human,ensembl
ZRANB2,ZRANB2,human,ensembl
LPIN2,LPIN2,human,ensembl
ATOH1,ATOH1,human,ensembl
STMN1,STMN1,human,ensembl
MMRN1,MMRN1,human,ensembl
NEU2,NEU2,human,ensembl
ARRB1,ARRB1,human,ensembl
HDAC1,HDAC1,human,ensembl
PTGES3,PTGES3,human,ensembl
EVPL,EVPL,human,ensembl
CALML5,CALML5,human,ensembl
OTUD4,OTUD4,human,ensembl
FERMT3,FERMT3,human,ensembl
TYROBP,TYROBP,human,ensembl
UTP25,UTP25,human,ensembl
CDH23,CDH23,human,ensembl
TNC,TNC,human,ensembl
ANP32E,ANP32E,human,ensembl
IGF2,IGF2,human,ensembl
ESAM,ESAM,human,ensembl
SLC12A4,SLC12A4,human,ensembl
ERMAP,ERMAP,human,ensembl
DAAM1,DAAM1,human,ensembl
SMC6,SMC6,human,ensembl
DDAH1,DDAH1,human,ensembl
CAMP,CAMP,human,ensembl
EIF3D,EIF3D,human,ensembl
HELZ2,HELZ2,human,ensembl
EPRS1,EPRS1,human,ensembl
SDC4,SDC4,human,ensembl
SLC2A3,SLC2A3,human,ensembl
CMIP,CMIP,human,ensembl
ATP8A1,ATP8A1,human,ensembl
CHGB,CHGB,human,ensembl
IVL,IVL,human,ensembl
IGKV1-16,IGKV1-16,human,ensembl
ANP32D,ANP32D,human,ensembl
PRKAA1,PRKAA1,human,ensembl
SLC14A1,SLC14A1,human,ensembl
DSC1,DSC1,human,ensembl
DNAJB2,DNAJB2,human,ensembl
PRDX2,PRDX2,human,ensembl
CD34,CD34,human,ensembl
GOLM2,GOLM2,human,ensembl
ST13P4,ST13P4,human,ensembl
PPP2CA,PPP2CA,human,ensembl
CLCA1,CLCA1,human,ensembl
HLA-DPB1,HLA-DPB1,human,ensembl
CD6,CD6,human,ensembl
GYPC,GYPC,human,ensembl
PLXDC2,PLXDC2,human,ensembl
CLDN5,CLDN5,human,ensembl
HLA-DRB5,HLA-DRB5,human,ensembl
S100A7,S100A7,human,ensembl
FAM25C,FAM25C,human,ensembl
KIF20B,KIF20B,human,ensembl
PF4V1,PF4V1,human,ensembl
GALNT3,GALNT3,human,ensembl
SPRR2A,SPRR2A,human,ensembl
ITGB2,ITGB2,human,ensembl
SERPINB12,SERPINB12,human,ensembl
STK24,STK24,human,ensembl
XRCC6,XRCC6,human,ensembl
NAP1L1,NAP1L1,human,ensembl
GLIPR2,GLIPR2,human,ensembl
PTMA,PTMA,human,ensembl
PTPRA,PTPRA,human,ensembl
IGHV3OR16-13,IGHV3OR16-13,human,ensembl
SERPINA1,SERPINA1,human,ensembl
SLC38A10,SLC38A10,human,ensembl
PROZ,PROZ,human,ensembl
KRT10,KRT10,human,ensembl
ALDH9A1,ALDH9A1,human,ensembl
ASPN,ASPN,human,ensembl
ST6GALNAC1,ST6GALNAC1,human,ensembl
HDGF,HDGF,human,ensembl
PPP1R7,PPP1R7,human,ensembl
RGS19,RGS19,human,ensembl
HNRNPC,HNRNPC,human,ensembl
IGKV3-7,IGKV3-7,human,ensembl
ITGA4,ITGA4,human,ensembl
SERPINB3,SERPINB3,human,ensembl
FAM25A,FAM25A,human,ensembl
GRK6,GRK6,human,ensembl
CPN1,CPN1,human,ensembl
ENPP4,ENPP4,human,ensembl
GNAQ,GNAQ,human,ensembl
PSMD6,PSMD6,human,ensembl
ALDOB,ALDOB,human,ensembl
EIF4H,EIF4H,human,ensembl
PGM2,PGM2,human,ensembl
GRN,GRN,human,ensembl
SPRR2D,SPRR2D,human,ensembl
EIF2S2,EIF2S2,human,ensembl
SELPLG,SELPLG,human,ensembl
SPRR2B,SPRR2B,human,ensembl
RAB11B,RAB11B,human,ensembl
GSTP1,GSTP1,human,ensembl
SORD,SORD,human,ensembl
SPP1,SPP1,human,ensembl
CLCN3,CLCN3,human,ensembl
SLC39A11,SLC39A11,human,ensembl
C12orf4,C12orf4,human,ensembl
ACHE,ACHE,human,ensembl
HLA-DQB1,HLA-DQB1,human,ensembl
VIM,VIM,human,ensembl
GGCT,GGCT,human,ensembl
TSPAN18,TSPAN18,human,ensembl
STX11,STX11,human,ensembl
MYO5B,MYO5B,human,ensembl
LAMA3,LAMA3,human,ensembl
FBXW4,FBXW4,human,ensembl
RALB,RALB,human,ensembl
S100A7L2,S100A7L2,human,ensembl
CA4,CA4,human,ensembl
PTTG1IP,PTTG1IP,human,ensembl
KTN1,KTN1,human,ensembl
ECM2,ECM2,human,ensembl
WFDC12,WFDC12,human,ensembl
ABCD3,ABCD3,human,ensembl
DNAJC3,DNAJC3,human,ensembl
RC3H2,RC3H2,human,ensembl
KRT6B,KRT6B,human,ensembl
TRPC3,TRPC3,human,ensembl
DCTN2,DCTN2,human,ensembl
S100A9,S100A9,human,ensembl
CHMP4B,CHMP4B,human,ensembl
SH3GL1,SH3GL1,human,ensembl
SLC4A1,SLC4A1,human,ensembl
AHSP,AHSP,human,ensembl
SRSF2,SRSF2,human,ensembl
PLSCR1,PLSCR1,human,ensembl
USP9X,USP9X,human,ensembl
BANF1,BANF1,human,ensembl
MYO18A,MYO18A,human,ensembl
PM20D1,PM20D1,human,ensembl
SERPINE1,SERPINE1,human,ensembl
IGHV1-69D,IGHV1-69D,human,ensembl
FKBP15,FKBP15,human,ensembl
GP1BB,GP1BB,human,ensembl
PPL,PPL,human,ensembl
SLPI,SLPI,human,ensembl
IGLV4-60,IGLV4-60,human,ensembl
PROSER2,PROSER2,human,ensembl
SERPINB5,SERPINB5,human,ensembl
ARRB2,ARRB2,human,ensembl
PRKCD,PRKCD,human,ensembl
SRC,SRC,human,ensembl
P4HB,P4HB,human,ensembl
FAM98B,FAM98B,human,ensembl
PIKFYVE,PIKFYVE,human,ensembl
ARHGEF7,ARHGEF7,human,ensembl
CALML3,CALML3,human,ensembl
UBE2O,UBE2O,human,ensembl
CMTM5,CMTM5,human,ensembl
SLC2A1,SLC2A1,human,ensembl
RNF11,RNF11,human,ensembl
F13A1,F13A1,human,ensembl
GPRC5C,GPRC5C,human,ensembl
TTYH3,TTYH3,human,ensembl
RAB4A,RAB4A,human,ensembl
NARS1,NARS1,human,ensembl
ALOX12,ALOX12,human,ensembl
FBN3,FBN3,human,ensembl
HPSE,HPSE,human,ensembl
PKP1,PKP1,human,ensembl
HSPD1,HSPD1,human,ensembl
EPB41L2,EPB41L2,human,ensembl
TNN,TNN,human,ensembl
CYFIP2,CYFIP2,human,ensembl
USP15,USP15,human,ensembl
PAM,PAM,human,ensembl
ST13,ST13,human,ensembl
RPS6,RPS6,human,ensembl
CAND1,CAND1,human,ensembl
VAMP8,VAMP8,human,ensembl
ABCB6,ABCB6,human,ensembl
SPRR2E,SPRR2E,human,ensembl
PRPF8,PRPF8,human,ensembl
PAPLN,PAPLN,human,ensembl
BIN2,BIN2,human,ensembl
WDHD1,WDHD1,human,ensembl
HSPA5,HSPA5,human,ensembl
TRPC6,TRPC6,human,ensembl
TBC1D10B,TBC1D10B,human,ensembl
UMAD1,UMAD1,human,ensembl
OCC1,C12orf75,human,ensembl
ASAP2,ASAP2,human,ensembl
GNG5,GNG5,human,ensembl
DDX31,DDX31,human,ensembl
IGKV3OR2-268,IGKV3OR2-268,human,ensembl
SLC2A14,SLC2A14,human,ensembl
NBEAL2,NBEAL2,human,ensembl
DSG3,DSG3,human,ensembl
SMIM5,SMIM5,human,ensembl
F7,F7,human,ensembl
EPX,EPX,human,ensembl
CANX,CANX,human,ensembl
SERINC1,SERINC1,human,ensembl
PPP2CB,PPP2CB,human,ensembl
CBX3,CBX3,human,ensembl
PKHD1L1,PKHD1L1,human,ensembl
ACE,ACE,human,ensembl
GOLM1,GOLM1,human,ensembl
DSC2,DSC2,human,ensembl
ACIN1,ACIN1,human,ensembl
DSC3,DSC3,human,ensembl
M6PR,M6PR,human,ensembl
C1QC,C1QC,human,ensembl
PSMD1,PSMD1,human,ensembl
CAMKK2,CAMKK2,human,ensembl
ABCF1,ABCF1,human,ensembl
PSMA2,PSMA2,human,ensembl
TRPC7,TRPC7,human,ensembl
EPPK1,EPPK1,human,ensembl
NAGLU,NAGLU,human,ensembl
TRIM29,TRIM29,human,ensembl
BTAF1,BTAF1,human,ensembl
ITGA6,ITGA6,human,ensembl
EIF3L,EIF3L,human,ensembl
EIF3H,EIF3H,human,ensembl
PDIA4,PDIA4,human,ensembl
CD38,CD38,human,ensembl
TGFB1,TGFB1,human,ensembl
CYBA,CYBA,human,ensembl
FABP4,FABP4,human,ensembl
MARCHF8,MARCHF8,human,ensembl
PSTPIP2,PSTPIP2,human,ensembl
SPRR1A,SPRR1A,human,ensembl
SERPINB4,SERPINB4,human,ensembl
MGAT3,MGAT3,human,ensembl
TMEM63A,TMEM63A,human,ensembl
ST6GAL1,ST6GAL1,human,ensembl
CD58,CD58,human,ensembl
RABL2A,RABL2A,human,ensembl
C12orf75,C12orf75,human,ensembl
MASTL,MASTL,human,ensembl
NCKAP1,NCKAP1,human,ensembl
DHX8,DHX8,human,ensembl
CPN2,CPN2,human,ensembl
FMNL1,FMNL1,human,ensembl
PPBP,PPBP,human,ensembl
TTN,TTN,human,ensembl
RELN,RELN,human,ensembl
EIF2S1,EIF2S1,human,ensembl
CASP14,CASP14,human,ensembl
NOP56,NOP56,human,ensembl
PFN1,PFN1,human,ensembl
KPRP,KPRP,human,ensembl
LMBRD2,LMBRD2,human,ensembl
TSPAN2,TSPAN2,human,ensembl
CYRIB,CYRIB,human,ensembl
CRISPLD2,CRISPLD2,human,ensembl
GNG11,GNG11,human,ensembl
NCKAP1L,NCKAP1L,human,ensembl
IGKV3D-7,IGKV3D-7,human,ensembl
PSMC3,PSMC3,human,ensembl
WASH3P,WASH3P,human,ensembl
BST2,BST2,human,ensembl
DNMT1,DNMT1,human,ensembl
DDAH2,DDAH2,human,ensembl
PDE3B,PDE3B,human,ensembl
APCS,APCS,human,ensembl
TRA2B,TRA2B,human,ensembl
RPL23A,RPL23A,human,ensembl
MAN1A2,MAN1A2,human,ensembl
GOLIM4,GOLIM4,human,ensembl
INHBC,INHBC,human,ensembl
HGS,HGS,human,ensembl
RAP2A,RAP2A,human,ensembl
WASHC1,WASHC1,human,ensembl
SFTPD,SFTPD,human,ensembl
SCAMP2,SCAMP2,human,ensembl
LYN,LYN,human,ensembl
PIK3CB,PIK3CB,human,ensembl
STX3,STX3,human,ensembl
TGM3,TGM3,human,ensembl
PRKCA,PRKCA,human,ensembl
ALDH1A1,ALDH1A1,human,ensembl
ITGB6,ITGB6,human,ensembl
ATP7A,ATP7A,human,ensembl
PODXL,PODXL,human,ensembl
EVL,EVL,human,ensembl
TAOK1,TAOK1,human,ensembl
GRIP1,GRIP1,human,ensembl
RPLP1,RPLP1,human,ensembl
WBP1L,WBP1L,human,ensembl
ARHGDIA,ARHGDIA,human,ensembl
COX15,COX15,human,ensembl
SRGN,SRGN,human,ensembl
ANXA3,ANXA3,human,ensembl
SMARCD1,SMARCD1,human,ensembl
BTF3L4,BTF3L4,human,ensembl
FLOT2,FLOT2,human,ensembl
IGLV4-3,IGLV4-3,human,ensembl
LEKR1,LEKR1,human,ensembl
RAB25,RAB25,human,ensembl
AP3D1,AP3D1,human,ensembl
SRSF7,SRSF7,human,ensembl
GP9,GP9,human,ensembl
WASH2P,WASH2P,human,ensembl
SVEP1,SVEP1,human,ensembl
MIA3,MIA3,human,ensembl
ANP32A,ANP32A,human,ensembl
ATP6V0A2,ATP6V0A2,human,ensembl
SELP,SELP,human,ensembl
FCER1G,FCER1G,human,ensembl
RABL2B,RABL2B,human,ensembl
LUC7L2,LUC7L2,human,ensembl
KLKB1,KLKB1,human,ensembl
IGKV1-5,IGKV1-5,human,ensembl
CASS4,CASS4,human,ensembl
ATIC,ATIC,human,ensembl
PRDX4,PRDX4,human,ensembl
ARL6IP5,ARL6IP5,human,ensembl
IGKV2-28,IGKV2-28,human,ensembl
CUTA,CUTA,human,ensembl
CDC42,CDC42,human,ensembl
PLS3,PLS3,human,ensembl
CFB,CFB,human,ensembl
PLGLB2,PLGLB2,human,ensembl
CLTA,CLTA,human,ensembl
DIAPH1,DIAPH1,human,ensembl
VDAC1,VDAC1,human,ensembl
SLC9A3R1,SLC9A3R1,human,ensembl
SKAP2,SKAP2,human,ensembl
ATP2A3,ATP2A3,human,ensembl
BTD,BTD,human,ensembl
VDAC3,VDAC3,human,ensembl
PHB2,PHB2,human,ensembl
ELOB,ELOB,human,ensembl
PTPA,PTPA,human,ensembl
IGHV3-74,IGHV3-74,human,ensembl
MOB4,MOB4,human,ensembl
GNAZ,GNAZ,human,ensembl
EIF4A1,EIF4A1,human,ensembl
SARS1,SARS1,human,ensembl
MYO1G,MYO1G,human,ensembl
HBG1,HBG1,human,ensembl
WDR44,WDR44,human,ensembl
IGHV4-34,IGHV4-34,human,ensembl
RAD23B,RAD23B,human,ensembl
APOC4,APOC4,human,ensembl
LRBA,LRBA,human,ensembl
SLC44A2,SLC44A2,human,ensembl
GNAS,GNAS,human,ensembl
HYOU1,HYOU1,human,ensembl
MYPN,MYPN,human,ensembl
TWF2,TWF2,human,ensembl
LUM,LUM,human,ensembl
APOC3,APOC3,human,ensembl
TRIM58,TRIM58,human,ensembl
PSMA3,PSMA3,human,ensembl
RAP1GAP,RAP1GAP,human,ensembl
CCT8,CCT8,human,ensembl
RAB1A,RAB1A,human,ensembl
APOA4,APOA4,human,ensembl
AP1B1,AP1B1,human,ensembl
ABHD16A,ABHD16A,human,ensembl
DNM2,DNM2,human,ensembl
BRK1,BRK1,human,ensembl
ATAD2,ATAD2,human,ensembl
FETUB,FETUB,human,ensembl
AMBP,AMBP,human,ensembl
ACTR3C,ACTR3C,human,ensembl
CNST,CNST,human,ensembl
RGS18,RGS18,human,ensembl
TMED2,TMED2,human,ensembl
SPTB,SPTB,human,ensembl
PDCD10,PDCD10,human,ensembl
TUBB1,TUBB1,human,ensembl
LBP,LBP,human,ensembl
NIPSNAP3A,NIPSNAP3A,human,ensembl
PFKL,PFKL,human,ensembl
PNP,PNP,human,ensembl
SULT1A3,SULT1A3,human,ensembl
IGKV1-27,IGKV1-27,human,ensembl
BCHE,BCHE,human,ensembl
PNKD,PNKD,human,ensembl
RNF40,RNF40,human,ensembl
APMAP,APMAP,human,ensembl
ARPC2,ARPC2,human,ensembl
ACTG1,ACTG1,human,ensembl
MYL9,MYL9,human,ensembl
SULT1A4,SULT1A4,human,ensembl
TSPAN9,TSPAN9,human,ensembl
PDIA6,PDIA6,human,ensembl
VDAC2,VDAC2,human,ensembl
SACM1L,SACM1L,human,ensembl
RAB7A,RAB7A,human,ensembl
PSMA8,PSMA8,human,ensembl
IGLV8-61,IGLV8-61,human,ensembl
GLUD1,GLUD1,human,ensembl
PSMD13,PSMD13,human,ensembl
SLC25A6,SLC25A6,human,ensembl
DUSP3,DUSP3,human,ensembl
ATG2B,ATG2B,human,ensembl
DEFA1B,DEFA1B,human,ensembl
FYN,FYN,human,ensembl
PSMA4,PSMA4,human,ensembl
TUBB,TUBB,human,ensembl
ABI1,ABI1,human,ensembl
WBP2,WBP2,human,ensembl
CLEC3B,CLEC3B,human,ensembl
CAPZA1,CAPZA1,human,ensembl
C4BPA,C4BPA,human,ensembl
IGHV5-10-1,IGHV5-10-1,human,ensembl
NME2,NME2,human,ensembl
GIT1,GIT1,human,ensembl
SYK,SYK,human,ensembl
CAVIN2,CAVIN2,human,ensembl
PRKAR2B,PRKAR2B,human,ensembl
IQGAP2,IQGAP2,human,ensembl
IGKV1-17,IGKV1-17,human,ensembl
TREML1,TREML1,human,ensembl
VAPA,VAPA,human,ensembl
MANF,MANF,human,ensembl
GPI,GPI,human,ensembl
LGALSL,LGALSL,human,ensembl
P2RX1,P2RX1,human,ensembl
LMAN1,LMAN1,human,ensembl
FN3K,FN3K,human,ensembl
RDH11,RDH11,human,ensembl
ORM2,ORM2,human,ensembl
IGKV2D-26,IGKV2D-26,human,ensembl
CTTN,CTTN,human,ensembl
IGHV4-28,IGHV4-28,human,ensembl
CAPZA2,CAPZA2,human,ensembl
C1QB,C1QB,human,ensembl
IGKV2D-29,IGKV2D-29,human,ensembl
ANO6,ANO6,human,ensembl
IGKV1-33,IGKV1-33,human,ensembl
RHOQ,RHOQ,human,ensembl
TUFM,TUFM,human,ensembl
APOC2,APOC2,human,ensembl
CFP,CFP,human,ensembl
IGLV3-10,IGLV3-10,human,ensembl
GDI1,GDI1,human,ensembl
MLEC,MLEC,human,ensembl
C1RL,C1RL,human,ensembl
A1BG,A1BG,human,ensembl
APOA2,APOA2,human,ensembl
IGHV3-72,IGHV3-72,human,ensembl
MAPK1,MAPK1,human,ensembl
DLD,DLD,human,ensembl
XPNPEP1,XPNPEP1,human,ensembl
COPS2,COPS2,human,ensembl
STIM1,STIM1,human,ensembl
TMEM40,TMEM40,human,ensembl
PTPRC,PTPRC,human,ensembl
GOT2,GOT2,human,ensembl
NUTF2,NUTF2,human,ensembl
CLEC1B,CLEC1B,human,ensembl
CTDSPL,CTDSPL,human,ensembl
SELENOP,SELENOP,human,ensembl
INF2,INF2,human,ensembl
BTK,BTK,human,ensembl
IGLV3-19,IGLV3-19,human,ensembl
LRRC7,LRRC7,human,ensembl
PON1,PON1,human,ensembl
IGLV2-18,IGLV2-18,human,ensembl
HPX,HPX,human,ensembl
WAS,WAS,human,ensembl
RTN4,RTN4,human,ensembl
SAA2,SAA2,human,ensembl
UQCRC1,UQCRC1,human,ensembl
CLTC,CLTC,human,ensembl
ACTR3,ACTR3,human,ensembl
IGLV1-40,IGLV1-40,human,ensembl
RAP1GAP2,RAP1GAP2,human,ensembl
CAB39,CAB39,human,ensembl
GPX1,GPX1,human,ensembl
MPIG6B,MPIG6B,human,ensembl
CA2,CA2,human,ensembl
PTPN6,PTPN6,human,ensembl
SULT1A1,SULT1A1,human,ensembl
TBXAS1,TBXAS1,human,ensembl
TSPAN33,TSPAN33,human,ensembl
IGLV1-51,IGLV1-51,human,ensembl
CP,CP,human,ensembl
AMPD2,AMPD2,human,ensembl
IGKV4-1,IGKV4-1,human,ensembl
CSK,CSK,human,ensembl
PPM1A,PPM1A,human,ensembl
CFHR1,CFHR1,human,ensembl
SYTL4,SYTL4,human,ensembl
YWHAH,YWHAH,human,ensembl
RAB1C,RAB1C,human,ensembl
PGLYRP2,PGLYRP2,human,ensembl
RAB1B,RAB1B,human,ensembl
IGKV1D-33,IGKV1D-33,human,ensembl
SAA1,SAA1,human,ensembl
IGLV3-25,IGLV3-25,human,ensembl
APOH,APOH,human,ensembl
IGHV6-1,IGHV6-1,human,ensembl
C4BPB,C4BPB,human,ensembl
EPB42,EPB42,human,ensembl
IPO7,IPO7,human,ensembl
SEPTIN5,SEPTIN5,human,ensembl
PLP2,PLP2,human,ensembl
ATP1B3,ATP1B3,human,ensembl
ORM1,ORM1,human,ensembl
IGKV1-39,IGKV1-39,human,ensembl
TBC1D4,TBC1D4,human,ensembl
CCT6B,CCT6B,human,ensembl
PSMA5,PSMA5,human,ensembl
SNAP23,SNAP23,human,ensembl
LPAL2,LPAL2,human,ensembl
SEPTIN6,SEPTIN6,human,ensembl
GNB2,GNB2,human,ensembl
IGHV3-49,IGHV3-49,human,ensembl
STXBP2,STXBP2,human,ensembl
TOR4A,TOR4A,human,ensembl
KRAS,KRAS,human,ensembl
IGLL5,IGLL5,human,ensembl
RHOG,RHOG,human,ensembl
ACTR2,ACTR2,human,ensembl
MPP1,MPP1,human,ensembl
CCT6A,CCT6A,human,ensembl
AP2A1,AP2A1,human,ensembl
LPA,LPA,human,ensembl
PEAR1,PEAR1,human,ensembl
STX7,STX7,human,ensembl
ITGA2,ITGA2,human,ensembl
GNA13,GNA13,human,ensembl
CPT1A,CPT1A,human,ensembl
HSPE1-MOB4,HSPE1-MOB4,human,ensembl
WASF2,WASF2,human,ensembl
IGFALS,IGFALS,human,ensembl
GMFG,GMFG,human,ensembl
SAA2-SAA4,SAA2-SAA4,human,ensembl
LRG1,LRG1,human,ensembl
CAP1,CAP1,human,ensembl
ATRN,ATRN,human,ensembl
ITIH1,ITIH1,human,ensembl
INPP5A,INPP5A,human,ensembl
PDIA5,PDIA5,human,ensembl
TXNL1,TXNL1,human,ensembl
KIF2A,KIF2A,human,ensembl
C4B,C4B,human,ensembl
PSMB3,PSMB3,human,ensembl
AZGP1,AZGP1,human,ensembl
TAOK3,TAOK3,human,ensembl
PLGLA,PLGLA,human,ensembl
PLEK,PLEK,human,ensembl
C1QA,C1QA,human,ensembl
ERP44,ERP44,human,ensembl
CD226,CD226,human,ensembl
CLINT1,CLINT1,human,ensembl
GMFB,GMFB,human,ensembl
SH3BGRL3,SH3BGRL3,human,ensembl
IGLV3-9,IGLV3-9,human,ensembl
SND1,SND1,human,ensembl
IGHV3-15,IGHV3-15,human,ensembl
ROCK2,ROCK2,human,ensembl
CALM3,CALM3,human,ensembl
ARHGAP6,ARHGAP6,human,ensembl
COX5A,COX5A,human,ensembl
IGKV2D-28,IGKV2D-28,human,ensembl
TRIM51,TRIM51,human,ensembl
IGKV3-11,IGKV3-11,human,ensembl
RHOA,RHOA,human,ensembl
IGLV2-11,IGLV2-11,human,ensembl
CHMP6,CHMP6,human,ensembl
PPP1CA,PPP1CA,human,ensembl
IGKV1D-39,IGKV1D-39,human,ensembl
NIPSNAP3B,NIPSNAP3B,human,ensembl
RAB8A,RAB8A,human,ensembl
RHOF,RHOF,human,ensembl
GP1BA,GP1BA,human,ensembl
IGLC1,IGLC1,human,ensembl
PYGL,PYGL,human,ensembl
IGHG1,IGHG1,human,ensembl
SUSD1,SUSD1,human,ensembl
GC,GC,human,ensembl
ANXA11,ANXA11,human,ensembl
SERPINA4,SERPINA4,human,ensembl
MAPRE1,MAPRE1,human,ensembl
SAA4,SAA4,human,ensembl
USP14,USP14,human,ensembl
OTUB1,OTUB1,human,ensembl
IGKV3D-11,IGKV3D-11,human,ensembl
ARHGAP45,ARHGAP45,human,ensembl
IGKV3D-15,IGKV3D-15,human,ensembl
DMTN,DMTN,human,ensembl
COPS4,COPS4,human,ensembl
IGLC3,IGLC3,human,ensembl
TALDO1,TALDO1,human,ensembl
LCP2,LCP2,human,ensembl
IGHV3-7,IGHV3-7,human,ensembl
TMED9,TMED9,human,ensembl
VASP,VASP,human,ensembl
HPR,HPR,human,ensembl
NRGN,NRGN,human,ensembl
NUCB1,NUCB1,human,ensembl
CPNE3,CPNE3,human,ensembl
DEFA3,DEFA3,human,ensembl
UBE2L5,UBE2L5,human,ensembl
PRUNE1,PRUNE1,human,ensembl
SFXN1,SFXN1,human,ensembl
IGLV1-47,IGLV1-47,human,ensembl
GMPR,GMPR,human,ensembl
RRAS,RRAS,human,ensembl
IGKV2D-24,IGKV2D-24,human,ensembl
DARS1,DARS1,human,ensembl
RAP1B,RAP1B,human,ensembl
NRAS,NRAS,human,ensembl
CBR1,CBR1,human,ensembl
MAVS,MAVS,human,ensembl
LRR1,LRR1,human,ensembl
UGGT1,UGGT1,human,ensembl
F13B,F13B,human,ensembl
FYB1,FYB1,human,ensembl
PCBP1,PCBP1,human,ensembl
DOK3,DOK3,human,ensembl
SPTA1,SPTA1,human,ensembl
RGS10,RGS10,human,ensembl
TTR,TTR,human,ensembl
STXBP3,STXBP3,human,ensembl
UBA7,UBA7,human,ensembl
FLOT1,FLOT1,human,ensembl
PTPRJ,PTPRJ,human,ensembl
FCN3,FCN3,human,ensembl
IGKV2-24,IGKV2-24,human,ensembl
ITIH2,ITIH2,human,ensembl
ETFA,ETFA,human,ensembl
CPB2,CPB2,human,ensembl
IGKV2D-40,IGKV2D-40,human,ensembl
VCP,VCP,human,ensembl
HBD,HBD,human,ensembl
LY6G6F,LY6G6F,human,ensembl
ITIH3,ITIH3,human,ensembl
