Gene names,Gene names  (primary ),Status,Organism,Protein ID,Gene Names,Gene Names (primary),Reviewed
,,,Rattus norvegicus (Rat),D3ZUB0,Rcn1;Rcn1_predicted;rCG_26388,Rcn1,unreviewed
,,,Rattus norvegicus (Rat),P47942,Dpysl2,Dpysl2,reviewed
,,,Rattus norvegicus (Rat),G3V6E1,Myh2;rCG_35174,Myh2,unreviewed
,,,Rattus norvegicus (Rat),Q91XU8,Cds2,Cds2,reviewed
,,,Rattus norvegicus (Rat),F1LMS5,Thbs4,Thbs4,unreviewed
,,,Rattus norvegicus (Rat),Q9JIM0,Mre11;Mre11a,Mre11,reviewed
,,,Rattus norvegicus (Rat),A0A0G2K0C2,Tmem184b,Tmem184b,unreviewed
,,,Rattus norvegicus (Rat),D3ZK14,Tnn,Tnn,unreviewed
,,,Rattus norvegicus (Rat),A0A140UHX6,Sptb,Sptb,unreviewed
,,,Rattus norvegicus (Rat),Q08849,Stx3;Stx3a,Stx3,reviewed
,,,Rattus norvegicus (Rat),Q5MYU0,Oas2,Oas2,reviewed
,,,Rattus norvegicus (Rat),D3Z9K8,Nsmce4a;RGD1309025_predicted;rCG_39521,Nsmce4a,unreviewed
,,,Rattus norvegicus (Rat),Q6JAM9,Tmem35a;Nacho;Tmem35;Tuf1,Tmem35a,reviewed
,,,Rattus norvegicus (Rat),D3ZWR8,Shisa2,Shisa2,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K8X3,Pid1,Pid1,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K7L8,Thbs4,Thbs4,unreviewed
,,,Rattus norvegicus (Rat),F1M0U4,,,unreviewed
,,,Rattus norvegicus (Rat),E9PTS2,Arnt,Arnt,unreviewed
,,,Rattus norvegicus (Rat),A0A0A0MXZ8,Impdh1;IMPDH,Impdh1,unreviewed
,,,Rattus norvegicus (Rat),A0A1W2Q609,Ndrg1,Ndrg1,unreviewed
,,,Rattus norvegicus (Rat),D3ZCK4,Def6,Def6,unreviewed
,,,Rattus norvegicus (Rat),P50442,Gatm;Agat,Gatm,reviewed
,,,Rattus norvegicus (Rat),G3V7N2,Lgals5;rCG_35210,Lgals5,unreviewed
,,,Rattus norvegicus (Rat),F1LZX9,Itgav,Itgav,unreviewed
,,,Rattus norvegicus (Rat),P13086,Suclg1,Suclg1,reviewed
,,,Rattus norvegicus (Rat),F1LRV9,Myh1;Myh2;Myh4,Myh1,unreviewed
,,,Rattus norvegicus (Rat),Q497C3,Mettl26,Mettl26,reviewed
,,,Rattus norvegicus (Rat),P35565,Canx,Canx,reviewed
,,,Rattus norvegicus (Rat),Q66HL0,Nt5e;rCG_25342,Nt5e,unreviewed
,,,Rattus norvegicus (Rat),P05197,Eef2,Eef2,reviewed
,,,Rattus norvegicus (Rat),P56932,Ppp2r2d,Ppp2r2d,reviewed
,,,Rattus norvegicus (Rat),G3V928,Lrp1,Lrp1,reviewed
,,,Rattus norvegicus (Rat),P31722,C1qc;C1qg,C1qc,reviewed
,,,Rattus norvegicus (Rat),P63016,Pax6;Pax-6;Sey,Pax6,reviewed
,,,Rattus norvegicus (Rat),A0A0G2K0P1,Kifap3,Kifap3,unreviewed
,,,Rattus norvegicus (Rat),D4A8W8,Brf1;Brf1_predicted;rCG_27766,Brf1,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K8K2,Cblb,Cblb,unreviewed
,,,Rattus norvegicus (Rat),D3ZQ96,LOC102550668,LOC102550668,unreviewed
,,,Rattus norvegicus (Rat),D3ZAN3,Ganab;Ganab_predicted;rCG_48309,Ganab,unreviewed
,,,Rattus norvegicus (Rat),F1M4J1,LOC100294508,LOC100294508,unreviewed
,,,Rattus norvegicus (Rat),P0C2C1,Mrpl30,Mrpl30,reviewed
,,,Rattus norvegicus (Rat),A0A0G2JW97,Safb,Safb,unreviewed
,,,Rattus norvegicus (Rat),D3ZW66,Sgsm2;Rutbc1_predicted;rCG_35168,Sgsm2,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2JWZ8,Gtf2b,Gtf2b,unreviewed
,,,Rattus norvegicus (Rat),O35815,Atxn3;Mjd;Sca3,Atxn3,reviewed
,,,Rattus norvegicus (Rat),Q6HA10,Gdf6;Bmp13;Gdf16,Gdf6,reviewed
,,,Rattus norvegicus (Rat),D3ZGK0,Znf768;LOC100361606;rCG_39624,Znf768,unreviewed
,,,Rattus norvegicus (Rat),Q6WN19,Rtn2;Nspl1,Rtn2,reviewed
,,,Rattus norvegicus (Rat),P18588,Mx1,Mx1,reviewed
,,,Rattus norvegicus (Rat),F1M9Y9,Rbpms,Rbpms,unreviewed
,,,Rattus norvegicus (Rat),Q4FZS9,Polr3d;rCG_37110,Polr3d,unreviewed
,,,Rattus norvegicus (Rat),D4A0L4,Ybx3,Ybx3,unreviewed
,,,Rattus norvegicus (Rat),Q66H54,Fhip1b;Fam160a2,Fhip1b,reviewed
,,,Rattus norvegicus (Rat),A0A0G2JZ84,Epg5;rCG_41226,Epg5,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2JVL6,Ndufa8;rCG_45713,Ndufa8,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K2J7,Slc25a12,Slc25a12,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2JWA0,LOC102550598;LOC120100585,LOC102550598,unreviewed
,,,Rattus norvegicus (Rat),Q63010,,,reviewed
,,,Rattus norvegicus (Rat),O88453,Safb;Safb1,Safb,reviewed
,,,Rattus norvegicus (Rat),F1LSW5,Adarb2;rCG_29140,Adarb2,unreviewed
,,,Rattus norvegicus (Rat),O09171,Bhmt,Bhmt,reviewed
,,,Rattus norvegicus (Rat),F1LQQ8,Gusb,Gusb,unreviewed
,,,Rattus norvegicus (Rat),D3ZF70,Fam83b;RGD1311988_predicted;rCG_25209,Fam83b,unreviewed
,,,Rattus norvegicus (Rat),Q80W83,Ppp2r5b;LOC100909468;rCG_47223,Ppp2r5b,reviewed
,,,Rattus norvegicus (Rat),Q2KMM2,Trappc1,Trappc1,reviewed
,,,Rattus norvegicus (Rat),P47967,Lgals5,Lgals5,reviewed
,,,Rattus norvegicus (Rat),B0BNB3,Mettl5;RGD1566062_predicted;rCG_26951,Mettl5,unreviewed
,,,Rattus norvegicus (Rat),P49651,P2ry1,P2ry1,reviewed
,,,Rattus norvegicus (Rat),O55004,Rnase4,Rnase4,reviewed
,,,Rattus norvegicus (Rat),Q6AYJ1,Recql;Recql1,Recql,reviewed
,,,Rattus norvegicus (Rat),D4A1V1,Ift57;Ift57_predicted;rCG_52737,Ift57,unreviewed
,,,Rattus norvegicus (Rat),D3ZLZ7,Impdh1,Impdh1,reviewed
,,,Rattus norvegicus (Rat),Q01205,Dlst,Dlst,reviewed
,,,Rattus norvegicus (Rat),Q91ZN1,Coro1a;Coro1,Coro1a,reviewed
,,,Rattus norvegicus (Rat),A0A0G2K7L0,Mrps10,Mrps10,unreviewed
,,,Rattus norvegicus (Rat),B0LT89,Stk24;Mst3;Stk3,Stk24,reviewed
,,,Rattus norvegicus (Rat),D4A2D8,Lsm7,Lsm7,unreviewed
,,,Rattus norvegicus (Rat),O88457,Scn11a;Nan;Sns2,Scn11a,reviewed
,,,Rattus norvegicus (Rat),Q66HM7,Ssb;rCG_26502,Ssb,unreviewed
,,,Rattus norvegicus (Rat),P97532,Mpst,Mpst,reviewed
,,,Rattus norvegicus (Rat),P29266,Hibadh,Hibadh,reviewed
,,,Rattus norvegicus (Rat),P55009,Aif1;Iba1;Mrf1,Aif1,reviewed
,,,Rattus norvegicus (Rat),Q4FZY0,Efhd2;Sws1,Efhd2,reviewed
,,,Rattus norvegicus (Rat),A0A0G2JY45,Cpeb2,Cpeb2,unreviewed
,,,Rattus norvegicus (Rat),F1M9A7,Acox3,Acox3,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K2D5,Mtss1,Mtss1,unreviewed
,,,Rattus norvegicus (Rat),Q6QMY6,Tsku;Eiih;Lrrc54;Tsk,Tsku,reviewed
,,,Rattus norvegicus (Rat),O35186,Ctsk,Ctsk,reviewed
,,,Rattus norvegicus (Rat),B5DFN4,Pfdn5;Pfdn5_predicted;rCG_50721,Pfdn5,unreviewed
,,,Rattus norvegicus (Rat),G3V8R7,Gatad2a,Gatad2a,unreviewed
,,,Rattus norvegicus (Rat),D4AAC3,Sh3bgr,Sh3bgr,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2JZM5,Ehmt2,Ehmt2,unreviewed
,,,Rattus norvegicus (Rat),P08733,Myl2;Mlc2,Myl2,reviewed
,,,Rattus norvegicus (Rat),D4A7J4,Med31;Med31_predicted;rCG_35296,Med31,unreviewed
,,,Rattus norvegicus (Rat),P24090,Ahsg;Fetua,Ahsg,reviewed
,,,Rattus norvegicus (Rat),Q9ESS6,Bcam;Lu,Bcam,reviewed
,,,Rattus norvegicus (Rat),G3V954,Fzd2;rCG_32514;rCG_32515,Fzd2,unreviewed
,,,Rattus norvegicus (Rat),P50503,St13;Fam10a1;Hip,St13,reviewed
,,,Rattus norvegicus (Rat),D3ZAF7,Tbc1d2b;rCG_25969,Tbc1d2b,unreviewed
,,,Rattus norvegicus (Rat),Q6QI09,Taf3;Atp5c1;Atp5f1c,Taf3,unreviewed
,,,Rattus norvegicus (Rat),F1LN92,Afg3l2,Afg3l2,unreviewed
,,,Rattus norvegicus (Rat),B0BNJ1,Sri;LOC683667,Sri,unreviewed
,,,Rattus norvegicus (Rat),D3ZGE0,Bnip2;Bnip2_predicted;rCG_56638,Bnip2,unreviewed
,,,Rattus norvegicus (Rat),Q6TRW4,Pds5b;Aprin;As3,Pds5b,reviewed
,,,Rattus norvegicus (Rat),P32362,Urod,Urod,reviewed
,,,Rattus norvegicus (Rat),A0A0G2JZP9,Rnf11l1;rCG_50351,Rnf11l1,unreviewed
,,,Rattus norvegicus (Rat),F1LRA4,Grip1,Grip1,unreviewed
,,,Rattus norvegicus (Rat),D3Z9L0,Agk,Agk,unreviewed
,,,Rattus norvegicus (Rat),P97879,Grip1,Grip1,reviewed
,,,Rattus norvegicus (Rat),A0A0G2K7Q8,Kif1b;Pgd,Kif1b,unreviewed
,,,Rattus norvegicus (Rat),F1LM84,Nid1,Nid1,unreviewed
,,,Rattus norvegicus (Rat),Q64057,Aldh7a1;Ald7a1,Aldh7a1,reviewed
,,,Rattus norvegicus (Rat),P15178,Dars1;Dars;Drs1,Dars1,reviewed
,,,Rattus norvegicus (Rat),F1M797,Pds5b,Pds5b,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K2Y3,Erap1;Arts1;rCG_44689,Erap1,unreviewed
,,,Rattus norvegicus (Rat),D3ZJB1,Mfap5;Mfap5_predicted;rCG_30341,Mfap5,unreviewed
,,,Rattus norvegicus (Rat),F1LNP4,Slc12a5,Slc12a5,unreviewed
,,,Rattus norvegicus (Rat),Q63377,Atp1b3,Atp1b3,reviewed
,,,Rattus norvegicus (Rat),Q68FX1,Mpi,Mpi,reviewed
,,,Rattus norvegicus (Rat),Q2M2R8,Pex5;Pex5_predicted,Pex5,reviewed
,,,Rattus norvegicus (Rat),G3V8F8,Nes;rCG_62670,Nes,unreviewed
,,,Rattus norvegicus (Rat),A0A0U1RRP1,Syngr1;rCG_60139,Syngr1,unreviewed
,,,Rattus norvegicus (Rat),D3ZF13,Ndufab1;Ndufab1_predicted;rCG_40178,Ndufab1,unreviewed
,,,Rattus norvegicus (Rat),F1LNH9,Ppef1,Ppef1,unreviewed
,,,Rattus norvegicus (Rat),D4A1R8,Cpne1,Cpne1,reviewed
,,,Rattus norvegicus (Rat),M0R7Q2,,,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2JUQ5,Picalm,Picalm,unreviewed
,,,Rattus norvegicus (Rat),P38659,Pdia4;Cabp2;Erp70,Pdia4,reviewed
,,,Rattus norvegicus (Rat),A0A0G2JSI1,Aldh9a1;rCG_46552,Aldh9a1,unreviewed
,,,Rattus norvegicus (Rat),D3ZR69,Gas2l1;Gas2l1_predicted;rCG_36006,Gas2l1,unreviewed
,,,Rattus norvegicus (Rat),F1LT78,Antxr2,Antxr2,unreviewed
,,,Rattus norvegicus (Rat),G3V796,Acadm;rCG_28992,Acadm,unreviewed
,,,Rattus norvegicus (Rat),Q920A6,Scpep1;Risc,Scpep1,reviewed
,,,Rattus norvegicus (Rat),A0A0G2JSZ5,Pdia6,Pdia6,unreviewed
,,,Rattus norvegicus (Rat),F2Z3Q8,Kpnb1,Kpnb1,unreviewed
,,,Rattus norvegicus (Rat),A0A0A0MY00,Acadsb,Acadsb,unreviewed
,,,Rattus norvegicus (Rat),P27139,Ca2,Ca2,reviewed
,,,Rattus norvegicus (Rat),A0A0U1RS36,March8;Marchf8,March8,unreviewed
,,,Rattus norvegicus (Rat),P84082,Arf2,Arf2,reviewed
,,,Rattus norvegicus (Rat),D3ZE05,Cilp2;Cilp2_predicted;rCG_38871,Cilp2,unreviewed
,,,Rattus norvegicus (Rat),P19944,Rplp1,Rplp1,reviewed
,,,Rattus norvegicus (Rat),B4F789,Apobec2;Apobec2_predicted;rCG_43450,Apobec2,unreviewed
,,,Rattus norvegicus (Rat),P62076,Timm13;Tim13a;Timm13a,Timm13,reviewed
,,,Rattus norvegicus (Rat),Q5PPI3,Gskip,Gskip,reviewed
,,,Rattus norvegicus (Rat),Q64537,Capns1;Capn4;Css1,Capns1,reviewed
,,,Rattus norvegicus (Rat),A0A0G2JZQ9,Krt77,Krt77,unreviewed
,,,Rattus norvegicus (Rat),Q6P756,Necap2,Necap2,reviewed
,,,Rattus norvegicus (Rat),F1LNT8,Vamp8,Vamp8,unreviewed
,,,Rattus norvegicus (Rat),B5DF41,Snph,Snph,reviewed
,,,Rattus norvegicus (Rat),Q9JJI3,LOC259244;LOC500473;Obp3;rCG_31988,LOC259244,unreviewed
,,,Rattus norvegicus (Rat),P56571,,,reviewed
,,,Rattus norvegicus (Rat),Q66HJ7,Ptpra,Ptpra,unreviewed
,,,Rattus norvegicus (Rat),Q6XQN1,Naprt;Naprt1,Naprt,reviewed
,,,Rattus norvegicus (Rat),P17988,Sult1a1;St1a1,Sult1a1,reviewed
,,,Rattus norvegicus (Rat),Q8CHN8,Masp1;Crarf;Masp3,Masp1,reviewed
,,,Rattus norvegicus (Rat),P08932,,,reviewed
,,,Rattus norvegicus (Rat),F8WG17,Tnni2,Tnni2,unreviewed
,,,Rattus norvegicus (Rat),D3ZCS1,Rgs13;RGD1562103_predicted;rCG_46100,Rgs13,unreviewed
,,,Rattus norvegicus (Rat),P21575,Dnm1;Dnm,Dnm1,reviewed
,,,Rattus norvegicus (Rat),F1LMV9,Coro2b;LOC300768;rCG_58259,Coro2b,unreviewed
,,,Rattus norvegicus (Rat),D4A229,Prkd3,Prkd3,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K8C6,LOC102547235,LOC102547235,unreviewed
,,,Rattus norvegicus (Rat),F1LZ11,AABR07065814.2,AABR07065814.2,unreviewed
,,,Rattus norvegicus (Rat),G3V684,Med15;MED15;Pcqap_predicted;rCG_36776,Med15,unreviewed
,,,Rattus norvegicus (Rat),G3V9R2,Cfh;rCG_46221,Cfh,unreviewed
,,,Rattus norvegicus (Rat),B5DFI9,Pdk3;Pdk3_mapped;rCG_36457,Pdk3,unreviewed
,,,Rattus norvegicus (Rat),P20037,RT1-Ba,RT1-Ba,reviewed
,,,Rattus norvegicus (Rat),Q66H60,Ccdc146,Ccdc146,reviewed
,,,Rattus norvegicus (Rat),Q9JKL3,Bax;Bax_v1;rCG_54570,Bax,unreviewed
,,,Rattus norvegicus (Rat),P02764,Orm1,Orm1,reviewed
,,,Rattus norvegicus (Rat),P12785,Fasn,Fasn,reviewed
,,,Rattus norvegicus (Rat),P12346,Tf,Tf,reviewed
,,,Rattus norvegicus (Rat),A0A096MJV9,Phka1,Phka1,unreviewed
,,,Rattus norvegicus (Rat),B0BNJ4,Ethe1;Ethe1_predicted;rCG_54549,Ethe1,unreviewed
,,,Rattus norvegicus (Rat),A0A1W2Q6M5,,,unreviewed
,,,Rattus norvegicus (Rat),F1M0G3,Entpd1;rCG_57709,Entpd1,unreviewed
,,,Rattus norvegicus (Rat),P06766,Polb,Polb,reviewed
,,,Rattus norvegicus (Rat),A1A5L1,Blmh;LOC100911400,Blmh,unreviewed
,,,Rattus norvegicus (Rat),B2RYB8,Itgb2;rCG_60535,Itgb2,unreviewed
,,,Rattus norvegicus (Rat),Q6MGB8,RT1-A2;AA926063;B3galt4;Cdk2ap1-ps1;Col11a2;Daxx;Hsd17b8;Kifc1;LOC224733l-1;LOC224733l-2;Phf1;Rps25-ps1;RT1-A1;RT1-A2n;RT1-A3;RT1-DOa;RT1-Hb;RT1-Ke4;Rxrb;Sacm2l-ps1;Sacm2l-ps2;Sec61-ps;Syngap1,RT1-A2,unreviewed
,,,Rattus norvegicus (Rat),G3V6E7,Fmod;rCG_45971,Fmod,unreviewed
,,,Rattus norvegicus (Rat),D3ZR99,Slc45a2;Slc45a2_predicted;rCG_23638,Slc45a2,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K200,Rps5,Rps5,unreviewed
,,,Rattus norvegicus (Rat),P63039,Hspd1;Hsp60,Hspd1,reviewed
,,,Rattus norvegicus (Rat),B2GV39,Mgat4b;RGD1562836_predicted;rCG_33476,Mgat4b,unreviewed
,,,Rattus norvegicus (Rat),B5DF62,Pak4;Pak4_predicted;rCG_54480,Pak4,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2JYU6,Fmnl1,Fmnl1,unreviewed
,,,Rattus norvegicus (Rat),F1M771,LOC120102351,LOC120102351,unreviewed
,,,Rattus norvegicus (Rat),Q6W9J5,RT1-M2,RT1-M2,unreviewed
,,,Rattus norvegicus (Rat),D3ZRL3,Dusp23,Dusp23,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2JU01,Arhgef1,Arhgef1,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2JXP1,Gyg1,Gyg1,unreviewed
,,,Rattus norvegicus (Rat),D4A7K6,Med10;MED10;RGD1310128_predicted;rCG_41981,Med10,unreviewed
,,,Rattus norvegicus (Rat),Q9EPT8,Clic5,Clic5,reviewed
,,,Rattus norvegicus (Rat),F1LNA6,Sulf1,Sulf1,unreviewed
,,,Rattus norvegicus (Rat),B0BMZ5,Stambpl1;LOC687696;rCG_48274,Stambpl1,unreviewed
,,,Rattus norvegicus (Rat),D3ZF50,Cip2a;RGD1310335,Cip2a,unreviewed
,,,Rattus norvegicus (Rat),G3V9W6,Aldh3a2,Aldh3a2,unreviewed
,,,Rattus norvegicus (Rat),Q5RJN2,Pcolce,Pcolce,unreviewed
,,,Rattus norvegicus (Rat),P27926,Hk3,Hk3,reviewed
,,,Rattus norvegicus (Rat),D3ZCZ9,LOC100912599;LOC679739;rCG_41951,LOC100912599,unreviewed
,,,Rattus norvegicus (Rat),G3V9T0,Pias1,Pias1,unreviewed
,,,Rattus norvegicus (Rat),A0A0H2UHJ1,S100a9,S100a9,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K2B5,Asph,Asph,unreviewed
,,,Rattus norvegicus (Rat),Q5KTC7,Naaa;Asahl,Naaa,reviewed
,,,Rattus norvegicus (Rat),A0A0A0MXW7,Gtf2b,Gtf2b,unreviewed
,,,Rattus norvegicus (Rat),Q1JU68,Eif3a;Eif3s10,Eif3a,reviewed
,,,Rattus norvegicus (Rat),Q4QQV6,Lsp1;rCG_47545,Lsp1,unreviewed
,,,Rattus norvegicus (Rat),B1WBY9,Lrrc45;LOC688318;rCG_33066,Lrrc45,unreviewed
,,,Rattus norvegicus (Rat),Q6IMX3,Acads;rCG_21797,Acads,unreviewed
,,,Rattus norvegicus (Rat),D4A531,Polr2i;LOC103690054;Polr2i_predicted;rCG_54458,Polr2i,unreviewed
,,,Rattus norvegicus (Rat),Q6IG00,Krt4;Kb4,Krt4,reviewed
,,,Rattus norvegicus (Rat),G3V8L9,Cavin1;Ptrf,Cavin1,unreviewed
,,,Rattus norvegicus (Rat),B1H267,Snx5,Snx5,reviewed
,,,Rattus norvegicus (Rat),F1LMC6,Tnni1,Tnni1,unreviewed
,,,Rattus norvegicus (Rat),Q5U2N0,Ctps2,Ctps2,reviewed
,,,Rattus norvegicus (Rat),D4ABC5,Ss18,Ss18,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K719,Ddx3x,Ddx3x,unreviewed
,,,Rattus norvegicus (Rat),P02625,Pvalb;Pva,Pvalb,reviewed
,,,Rattus norvegicus (Rat),Q66HB5,Rsph10b,Rsph10b,reviewed
,,,Rattus norvegicus (Rat),Q62688,Plcl1,Plcl1,reviewed
,,,Rattus norvegicus (Rat),O08680,Epha3;Rek4;Tyro4,Epha3,reviewed
,,,Rattus norvegicus (Rat),M0R6K0,Lamb2;rCG_25327,Lamb2,unreviewed
,,,Rattus norvegicus (Rat),Q5PQQ3,Aph1a;rCG_52020,Aph1a,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2QC56,Coro2a,Coro2a,unreviewed
,,,Rattus norvegicus (Rat),Q9R0J8,Lgmn;Prsc1,Lgmn,reviewed
,,,Rattus norvegicus (Rat),D4A9D6,Dhx9;Dhx9_predicted;rCG_46521,Dhx9,unreviewed
,,,Rattus norvegicus (Rat),G3V8R1,Nucb2,Nucb2,unreviewed
,,,Rattus norvegicus (Rat),Q5FVH7,Mea1;Mea,Mea1,reviewed
,,,Rattus norvegicus (Rat),B0K031,Rpl7;rCG_30479,Rpl7,unreviewed
,,,Rattus norvegicus (Rat),D3Z9R6,Ermap,Ermap,unreviewed
,,,Rattus norvegicus (Rat),Q9R1J8,P3h1;Lepre1,P3h1,reviewed
,,,Rattus norvegicus (Rat),Q62745,Cd81;Tapa1,Cd81,reviewed
,,,Rattus norvegicus (Rat),Q4KLM6,P3h2;Leprel1,P3h2,reviewed
,,,Rattus norvegicus (Rat),G3V703,Unc13d,Unc13d,unreviewed
,,,Rattus norvegicus (Rat),P62916,Gtf2b,Gtf2b,reviewed
,,,Rattus norvegicus (Rat),P21272,Cebpb;Crp2;Nf-il6;Sfb,Cebpb,reviewed
,,,Rattus norvegicus (Rat),F1LNX7,Eipr1;Tssc1,Eipr1,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2JW21,Robo1,Robo1,unreviewed
,,,Rattus norvegicus (Rat),M0R9E4,Ccdc57,Ccdc57,unreviewed
,,,Rattus norvegicus (Rat),F1M7K4,Krt9,Krt9,unreviewed
,,,Rattus norvegicus (Rat),D3Z8G8,Mau2,Mau2,unreviewed
,,,Rattus norvegicus (Rat),D3ZEL3,Tmco5b,Tmco5b,unreviewed
,,,Rattus norvegicus (Rat),G3V887,Tcirg1,Tcirg1,unreviewed
,,,Rattus norvegicus (Rat),Q29RW1,Myh4,Myh4,reviewed
,,,Rattus norvegicus (Rat),Q6YDN7,Cdc26,Cdc26,reviewed
,,,Rattus norvegicus (Rat),D4A020,Med14,Med14,unreviewed
,,,Rattus norvegicus (Rat),F1M7B3,,,unreviewed
,,,Rattus norvegicus (Rat),G3V6S5,Mthfd1;rCG_62152,Mthfd1,unreviewed
,,,Rattus norvegicus (Rat),Q62908,Csrp2;Smlim,Csrp2,reviewed
,,,Rattus norvegicus (Rat),A0A0G2K132,Fmnl2,Fmnl2,unreviewed
,,,Rattus norvegicus (Rat),P24062,Igf1r,Igf1r,reviewed
,,,Rattus norvegicus (Rat),P20673,Asl,Asl,reviewed
,,,Rattus norvegicus (Rat),P20651,Ppp3cb,Ppp3cb,reviewed
,,,Rattus norvegicus (Rat),Q9JLP1,Khdrbs3;Slm2,Khdrbs3,reviewed
,,,Rattus norvegicus (Rat),D3ZSP7,Ttc3,Ttc3,reviewed
,,,Rattus norvegicus (Rat),Q68FS4,Lap3,Lap3,reviewed
,,,Rattus norvegicus (Rat),Q63228,Gmfb,Gmfb,reviewed
,,,Rattus norvegicus (Rat),D3ZYI0,Gca;Gca_predicted;rCG_26570,Gca,unreviewed
,,,Rattus norvegicus (Rat),F1LSF4,Enpp2,Enpp2,unreviewed
,,,Rattus norvegicus (Rat),P29995,Itpr2,Itpr2,reviewed
,,,Rattus norvegicus (Rat),A0A096MK54,Synm;rCG_24674,Synm,unreviewed
,,,Rattus norvegicus (Rat),F1M6W1,Fah,Fah,unreviewed
,,,Rattus norvegicus (Rat),Q6AY87,Thoc6;Pdrp;wdr58,Thoc6,reviewed
,,,Rattus norvegicus (Rat),Q5RJP0,Akr1b7;Akr1b14,Akr1b7,reviewed
,,,Rattus norvegicus (Rat),F1LM19,,,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K8K3,Serpind1,Serpind1,unreviewed
,,,Rattus norvegicus (Rat),D3ZFR7,Pdlim3;rCG_59049,Pdlim3,unreviewed
,,,Rattus norvegicus (Rat),F1LNV1,Selp,Selp,unreviewed
,,,Rattus norvegicus (Rat),Q3T1K5,Capza2,Capza2,reviewed
,,,Rattus norvegicus (Rat),D3ZSU7,Mien1;RGD1306682_predicted;rCG_34936,Mien1,unreviewed
,,,Rattus norvegicus (Rat),P51886,Lum;Lcn;Ldc,Lum,reviewed
,,,Rattus norvegicus (Rat),A0A0G2JUG4,Rgs6,Rgs6,unreviewed
,,,Rattus norvegicus (Rat),D4ABI7,Hacd3;LOC100365676;RGD1565496_predicted;rCG_58140,Hacd3,unreviewed
,,,Rattus norvegicus (Rat),P37361,Mt3,Mt3,reviewed
,,,Rattus norvegicus (Rat),Q99MM4,Trafd1;Fln29,Trafd1,reviewed
,,,Rattus norvegicus (Rat),F1LR51,Msantd2,Msantd2,unreviewed
,,,Rattus norvegicus (Rat),F1M9C7,Ctdspl2,Ctdspl2,unreviewed
,,,Rattus norvegicus (Rat),Q06000,Lpl,Lpl,reviewed
,,,Rattus norvegicus (Rat),D3Z9U2,Cd163,Cd163,unreviewed
,,,Rattus norvegicus (Rat),P05544,Serpina3l;Spin2a,Serpina3l,reviewed
,,,Rattus norvegicus (Rat),A0A0G2KBB5,ST7;rCG_27957,ST7,unreviewed
,,,Rattus norvegicus (Rat),G3V752,Nat10;NAT10;rCG_26113,Nat10,unreviewed
,,,Rattus norvegicus (Rat),M0RCA3,Zfpl1;LOC684755;rCG_47159,Zfpl1,unreviewed
,,,Rattus norvegicus (Rat),D3ZLP9,Sap130,Sap130,unreviewed
,,,Rattus norvegicus (Rat),D3ZIE5,Smarca1,Smarca1,unreviewed
,,,Rattus norvegicus (Rat),G3V6P8,Gng12;rCG_55333,Gng12,unreviewed
,,,Rattus norvegicus (Rat),Q6AYP5,Cadm1;SynCam1,Cadm1,reviewed
,,,Rattus norvegicus (Rat),P10499,Kcna1,Kcna1,reviewed
,,,Rattus norvegicus (Rat),P19511,Atp5pb;Atp5f;Atp5f1,Atp5pb,reviewed
,,,Rattus norvegicus (Rat),A0A1W2Q6D9,Otud6b,Otud6b,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2QC39,Txlng,Txlng,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2JZP5,Mau2;RGD1308759_predicted;rCG_38720,Mau2,unreviewed
,,,Rattus norvegicus (Rat),P02761,,,reviewed
,,,Rattus norvegicus (Rat),P61954,Gng11;Gngt11,Gng11,reviewed
,,,Rattus norvegicus (Rat),Q04462,Vars1;Vars;Vars2,Vars1,reviewed
,,,Rattus norvegicus (Rat),O35796,C1qbp;Gc1qbp,C1qbp,reviewed
,,,Rattus norvegicus (Rat),F1M6Y6,,,unreviewed
,,,Rattus norvegicus (Rat),G3V615,Cfb;C2;rCG_38370,Cfb,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2K5D7,Specc1,Specc1,unreviewed
,,,Rattus norvegicus (Rat),A0A0G2KA04,Ints10,Ints10,unreviewed
